DIV;DATE;HOUR;HOME;AWAY;RH;RA;STATUS;MD;REGNUMBERHOME;REGNUMBERAWAY
GU9J;16/10/2016;10:00;K. Eendr. Wervik B;Racing Club Harelbeke ;;;;7;03694;01574
GU9J;22/10/2016;09:15;K. SK Geluwe ;K. FC Lendelede Sport ;;;;8;01815;04827
GU9J;22/10/2016;09:15;Racing Club Harelbeke ;VK Dadizele ;;;;8;01574;08264
GU9J;22/10/2016;10:30;WS Bellegem A;K. Sint-Eloois-Winkel Sp. ;;;;8;06114;04408
GU9J;23/10/2016;10:00;K. Eendr. Wervik B;K. WS Lauwe ;;;;8;03694;00535
GU9J;29/10/2016;09:15;VK Dadizele ;WS Bellegem A;;;;9;08264;06114
GU9J;29/10/2016;10:30;K. WS Lauwe ;Racing Club Harelbeke ;;;;9;00535;01574
GU9J;29/10/2016;10:45;K. Sint-Eloois-Winkel Sp. ;K. SK Geluwe ;;;;9;04408;01815
GU9J;29/10/2016;10:45;K. FC Lendelede Sport ;K. Eendr. Wervik B;;;;9;04827;03694
GU9J;05/11/2016;09:15;K. SK Geluwe ;WS Bellegem A;;;;10;01815;06114
GU9J;05/11/2016;09:15;Racing Club Harelbeke ;K. FC Lendelede Sport ;;;;10;01574;04827
GU9J;05/11/2016;10:30;K. WS Lauwe ;VK Dadizele ;;;;10;00535;08264
GU9J;06/11/2016;10:00;K. Eendr. Wervik B;K. Sint-Eloois-Winkel Sp. ;;;;10;03694;04408
GU9J;12/11/2016;09:15;VK Dadizele ;K. SK Geluwe ;;;;11;08264;01815
GU9J;12/11/2016;10:30;WS Bellegem A;K. Eendr. Wervik B;;;;11;06114;03694
GU9J;12/11/2016;10:45;K. FC Lendelede Sport ;K. WS Lauwe ;;;;11;04827;00535
