DIV;DATE;HOUR;HOME;AWAY;RH;RA;STATUS;MD;REGNUMBERHOME;REGNUMBERAWAY
1;23/10/2016;15:00;Lovendegem ;Aalter ;1;1;;9;04732;04763
1;30/10/2016;15:00;SK.Lochristi A;KE.Buggenhout A;4;0;;10;05617;05861
1;30/10/2016;15:00;Kemzeke ;Elene-Grotenberge A;2;0;;10;03441;03861
1;30/10/2016;15:00;Aalter ;KVV.Ardennen ;0;0;;10;04763;03857
1;30/10/2016;15:00;Bambrugge ;Voorde ;2;0;;10;05343;08262
1;30/10/2016;15:00;Avanti Stekene A;KVV.Zelzate ;1;1;;10;08552;04165
1;30/10/2016;15:00;Appelterre A;SK.Maldegem ;1;1;;10;03964;04220
1;30/10/2016;15:00;JV.Kruibeke ;Melsele A;1;3;;10;02829;03541
1;30/10/2016;15:00;VK.Robur A;Lovendegem ;1;2;;10;04162;04732
1;05/11/2016;19:30;SK.Maldegem ;JV.Kruibeke ;1;1;;11;04220;02829
1;05/11/2016;20:00;Melsele A;Aalter ;3;1;;11;03541;04763
1;06/11/2016;14:30;KE.Buggenhout A;Kemzeke ;2;0;;11;05861;03441
1;06/11/2016;14:30;KVV.Zelzate ;Elene-Grotenberge A;5;1;;11;04165;03861
1;06/11/2016;14:30;Voorde ;SK.Lochristi A;2;1;;11;08262;05617
1;06/11/2016;14:30;Avanti Stekene A;Appelterre A;1;3;;11;08552;03964
1;06/11/2016;14:30;KVV.Ardennen ;VK.Robur A;4;2;;11;03857;04162
1;06/11/2016;15:00;Lovendegem ;Bambrugge ;3;4;;11;04732;05343
1;12/11/2016;19:30;Aalter ;SK.Maldegem ;3;0;;12;04763;04220
1;13/11/2016;14:30;JV.Kruibeke ;Avanti Stekene A;3;0;;12;02829;08552
1;13/11/2016;14:30;Appelterre A;KVV.Zelzate ;4;3;;12;03964;04165
1;13/11/2016;14:30;VK.Robur A;Melsele A;0;2;;12;04162;03541
1;13/11/2016;14:30;Elene-Grotenberge A;KE.Buggenhout A;0;2;;12;03861;05861
1;13/11/2016;14:30;SK.Lochristi A;Lovendegem ;1;0;;12;05617;04732
1;13/11/2016;14:30;Kemzeke ;Voorde ;1;5;;12;03441;08262
1;13/11/2016;14:30;Bambrugge ;KVV.Ardennen ;2;0;;12;05343;03857
1;19/11/2016;19:30;SK.Maldegem ;VK.Robur A;2;2;;13;04220;04162
1;19/11/2016;20:00;Melsele A;Bambrugge ;1;2;;13;03541;05343
1;20/11/2016;14:30;Voorde ;Elene-Grotenberge A;1;3;;13;08262;03861
1;20/11/2016;14:30;KVV.Zelzate ;KE.Buggenhout A;3;1;;13;04165;05861
1;20/11/2016;14:30;Avanti Stekene A;Aalter ;1;0;;13;08552;04763
1;20/11/2016;14:30;KVV.Ardennen ;SK.Lochristi A;3;1;;13;03857;05617
1;20/11/2016;14:30;Appelterre A;JV.Kruibeke ;2;0;;13;03964;02829
1;20/11/2016;15:00;Lovendegem ;Kemzeke ;1;1;;13;04732;03441
1;26/11/2016;19:30;Aalter ;Appelterre A;1;1;;14;04763;03964
1;27/11/2016;14:30;SK.Lochristi A;Melsele A;0;2;;14;05617;03541
1;27/11/2016;14:30;Elene-Grotenberge A;Lovendegem ;2;0;;14;03861;04732
1;27/11/2016;14:30;Bambrugge ;SK.Maldegem ;1;2;;14;05343;04220
1;27/11/2016;14:30;KVV.Zelzate ;JV.Kruibeke ;7;1;;14;04165;02829
1;27/11/2016;14:30;Kemzeke ;KVV.Ardennen ;6;2;;14;03441;03857
1;27/11/2016;14:30;VK.Robur A;Avanti Stekene A;2;2;;14;04162;08552
1;27/11/2016;16:00;KE.Buggenhout A;Voorde ;2;3;;14;05861;08262
1;03/12/2016;14:30;KVV.Ardennen ;Elene-Grotenberge A;1;3;;15;03857;03861
1;03/12/2016;19:30;SK.Maldegem ;SK.Lochristi A;4;2;;15;04220;05617
1;03/12/2016;20:00;Melsele A;Kemzeke ;3;3;;15;03541;03441
1;04/12/2016;14:30;JV.Kruibeke ;Aalter ;0;1;;15;02829;04763
1;04/12/2016;14:30;Avanti Stekene A;Bambrugge ;3;2;;15;08552;05343
1;04/12/2016;14:30;Voorde ;KVV.Zelzate ;3;3;;15;08262;04165
1;04/12/2016;14:30;Appelterre A;VK.Robur A;1;1;;15;03964;04162
1;04/12/2016;15:00;Lovendegem ;KE.Buggenhout A;4;0;;15;04732;05861
1;10/12/2016;19:30;SK.Maldegem ;Kemzeke ;2;1;;16;04220;03441
1;10/12/2016;20:00;Aalter ;KVV.Zelzate ;3;0;;16;04763;04165
1;10/12/2016;20:00;Melsele A;Elene-Grotenberge A;4;1;;16;03541;03861
1;11/12/2016;14:30;Appelterre A;Bambrugge ;5;0;;16;03964;05343
1;11/12/2016;14:30;JV.Kruibeke ;VK.Robur A;4;1;;16;02829;04162
1;11/12/2016;14:30;KVV.Ardennen ;KE.Buggenhout A;3;3;;16;03857;05861
1;11/12/2016;14:30;Avanti Stekene A;SK.Lochristi A;0;0;;16;08552;05617
1;11/12/2016;15:00;Lovendegem ;Voorde ;2;3;;16;04732;08262
1;18/12/2016;14:30;Voorde ;KVV.Ardennen ;2;2;;17;08262;03857
1;18/12/2016;14:30;Kemzeke ;Avanti Stekene A;0;3;;17;03441;08552
1;18/12/2016;14:30;Bambrugge ;JV.Kruibeke ;4;0;;17;05343;02829
1;18/12/2016;14:30;Elene-Grotenberge A;SK.Maldegem ;7;1;;17;03861;04220
1;18/12/2016;14:30;KE.Buggenhout A;Melsele A;2;2;;17;05861;03541
1;18/12/2016;14:30;VK.Robur A;Aalter ;1;1;;17;04162;04763
1;18/12/2016;14:30;KVV.Zelzate ;Lovendegem ;0;0;;17;04165;04732
1;18/12/2016;14:30;SK.Lochristi A;Appelterre A;3;0;;17;05617;03964
1;07/01/2017;19:30;Aalter ;Bambrugge ;;;;18;04763;05343
1;07/01/2017;19:30;SK.Maldegem ;KE.Buggenhout A;;;;18;04220;05861
1;07/01/2017;20:00;Melsele A;Voorde ;;;;18;03541;08262
1;08/01/2017;14:30;KVV.Ardennen ;Lovendegem ;;;;18;03857;04732
